[2025-05-22 13:01:32.660 | info | PId: 53608 | TId: 36048] Profiler DLL loaded.
[2025-05-22 13:01:32.660 | info | PId: 53608 | TId: 36048] Profiler version = 3.16.0
[2025-05-22 13:01:32.661 | info | PId: 53608 | TId: 36048] Pointer size: 64 bits.
[2025-05-22 13:01:32.667 | info | PId: 53608 | TId: 36048] Configuration: DD_PROFILING_CPU_ENABLED env var is not set - '1' is used as default value
[2025-05-22 13:01:32.667 | info | PId: 53608 | TId: 36048] Configuration: DD_PROFILING_WALLTIME_ENABLED env var is not set - '1' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] Configuration: DD_PROFILING_EXCEPTION_ENABLED env var is not set - '1' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] Configuration: DD_PROFILING_ALLOCATION_ENABLED env var is not set - '0' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] Configuration: DD_PROFILING_CONTENTION_ENABLED env var is not set - '1' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] Configuration: DD_PROFILING_GC_ENABLED env var is not set - '1' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] Configuration: DD_PROFILING_HEAP_ENABLED env var is not set - '0' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] Configuration: DD_SERVICE env var is not set - 'formsample.exe' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] Configuration: DD_INTERNAL_PROFILING_ETW_ENABLED env var is not set - '1' is used as default value
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] .NET Profiler deployment mode: Manual
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] .NET Profiler environment variable 'DD_PROFILING_ENABLED' was not set. The .NET profiler will be disabled.
[2025-05-22 13:01:32.675 | info | PId: 53608 | TId: 36048] DllGetClassObject(): Profiling is not enabled.
[2025-05-22 13:27:21.627 | info | PId: 53608 | TId: 36048] Profiler DLL unloaded.
