[2025-05-06 12:30:20.689 | info | PId: 21240 | TId: 8564] Profiler DLL loaded.
[2025-05-06 12:30:20.689 | info | PId: 21240 | TId: 8564] Profiler version = 3.16.0
[2025-05-06 12:30:20.689 | info | PId: 21240 | TId: 8564] Pointer size: 64 bits.
[2025-05-06 12:30:20.708 | info | PId: 21240 | TId: 8564] Configuration: DD_PROFILING_CPU_ENABLED env var is not set - '1' is used as default value
[2025-05-06 12:30:20.708 | info | PId: 21240 | TId: 8564] Configuration: DD_PROFILING_WALLTIME_ENABLED env var is not set - '1' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] Configuration: DD_PROFILING_EXCEPTION_ENABLED env var is not set - '1' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] Configuration: DD_PROFILING_ALLOCATION_ENABLED env var is not set - '0' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] Configuration: DD_PROFILING_CONTENTION_ENABLED env var is not set - '1' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] Configuration: DD_PROFILING_GC_ENABLED env var is not set - '1' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] Configuration: DD_PROFILING_HEAP_ENABLED env var is not set - '0' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] Configuration: DD_SERVICE env var is not set - 'Fcm.Apps.DealInsight.exe' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] Configuration: DD_INTERNAL_PROFILING_ETW_ENABLED env var is not set - '1' is used as default value
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] .NET Profiler deployment mode: Manual
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] .NET Profiler environment variable 'DD_PROFILING_ENABLED' was not set. The .NET profiler will be disabled.
[2025-05-06 12:30:20.709 | info | PId: 21240 | TId: 8564] DllGetClassObject(): Profiling is not enabled.
